state_code,state_name,rto_code,full_rto_code,registration_prefix,city
MH,Maharashtra,19,MH-19,MH19,Jalgaon
MH,Maharashtra,20,MH-20,MH20,Aurangabad
MH,Maharashtra,21,MH-21,MH21,Jalna
MH,Maharashtra,22,MH-22,MH22,Parbhani
MH,Maharashtra,23,MH-23,MH23,Beed
MH,Maharashtra,24,MH-24,MH24,Latur
MH,Maharashtra,25,MH-25,MH25,Osmanabad
MH,Maharashtra,26,MH-26,MH26,Nanded
MH,Maharashtra,27,MH-27,MH27,Amravati
MH,Maharashtra,28,MH-28,MH28,Buldana
MH,Maharashtra,29,MH-29,MH29,Yavatmal RTO is located on Nagpur Road
MH,Maharashtra,30,MH-30,MH30,Akola
MH,Maharashtra,31,MH-31,MH31,Nagpur
MH,Maharashtra,32,MH-32,MH32,Wardha
MH,Maharashtra,33,MH-33,MH33,Gadchiroli
MH,Maharashtra,34,MH-34,MH34,Chandrapur
MH,Maharashtra,35,MH-35,MH35,Gondia
MH,Maharashtra,36,MH-36,MH36,Bhandara
MH,Maharashtra,37,MH-37,MH37,Washim
MH,Maharashtra,38,MH-38,MH38,Hingoli
MH,Maharashtra,39,MH-39,MH39,Nandurbar
MH,Maharashtra,40,MH-40,MH40,Wadi / Nagpur
MH,Maharashtra,41,MH-41,MH41,Malegaon
MH,Maharashtra,42,MH-42,MH42,Baramati
MH,Maharashtra,43,MH-43,MH43,Navi Mumbai RTO is located in Vashi
MH,Maharashtra,44,MH-44,MH44,Ambejogai
MH,Maharashtra,45,MH-45,MH45,Akluj
MH,Maharashtra,46,MH-46,MH46,Panvel
MH,Maharashtra,47,MH-47,MH47,Borivali / Mumbai[2]
MH,Maharashtra,48,MH-48,MH48,Vasai Thane RTO is located in Virar
MH,Maharashtra,49,MH-49,MH49,Nagpur RTO is located on Bhandara Road
MH,Maharashtra,50,MH-50,MH50,Karad RTO is located in Karad
ML,Meghalaya,01,ML-01,ML01,Shillong
ML,Meghalaya,02,ML-02,ML02,Shillong
ML,Meghalaya,03,ML-03,ML03,Shillong
ML,Meghalaya,04,ML-04,ML04,Jaintia Hills
ML,Meghalaya,05,ML-05,ML05,East Khasi Hills
ML,Meghalaya,06,ML-06,ML06,West Khasi Hills
ML,Meghalaya,07,ML-07,ML07,East Garo Hills
ML,Meghalaya,08,ML-08,ML08,West Garo Hills
ML,Meghalaya,09,ML-09,ML09,South Garo Hills
ML,Meghalaya,10,ML-10,ML10,RiBhoi
MN,Manipur,01,MN-01,MN01,Imphal
MN,Manipur,02,MN-02,MN02,Churachandpur
MN,Manipur,03,MN-03,MN03,Kangpokpi
MN,Manipur,04,MN-04,MN04,Thoubal
MP,Madhya Pradesh,01,MP-01,MP01,State Governor's Vehicle
MP,Madhya Pradesh,02,MP-02,MP02,M.P. Government Vehicle
MP,Madhya Pradesh,03,MP-03,MP03,M.P. Police Vehicle
MP,Madhya Pradesh,04,MP-04,MP04,Bhopal
MP,Madhya Pradesh,05,MP-05,MP05,Hoshangabad
MP,Madhya Pradesh,06,MP-06,MP06,Morena
MP,Madhya Pradesh,07,MP-07,MP07,Gwalior
MP,Madhya Pradesh,08,MP-08,MP08,Guna
MP,Madhya Pradesh,09,MP-09,MP09,Indore
MP,Madhya Pradesh,10,MP-10,MP10,Khargone
MP,Madhya Pradesh,11,MP-11,MP11,Dhar
MP,Madhya Pradesh,12,MP-12,MP12,Khandwa
MP,Madhya Pradesh,13,MP-13,MP13,Ujjain
MP,Madhya Pradesh,14,MP-14,MP14,Mandsaur
MP,Madhya Pradesh,15,MP-15,MP15,Sagar
MP,Madhya Pradesh,16,MP-16,MP16,Chhatarpur
MP,Madhya Pradesh,17,MP-17,MP17,Rewa
MP,Madhya Pradesh,18,MP-18,MP18,Shahdol
MP,Madhya Pradesh,19,MP-19,MP19,Satna
MP,Madhya Pradesh,20,MP-20,MP20,Jabalpur
MP,Madhya Pradesh,21,MP-21,MP21,Katni
MP,Madhya Pradesh,22,MP-22,MP22,Seoni
MP,Madhya Pradesh,23,MP-23,MP23,Raipur
MP,Madhya Pradesh,24,MP-24,MP24,Durg
MP,Madhya Pradesh,25,MP-25,MP25,Jagdalpur
MP,Madhya Pradesh,26,MP-26,MP26,Bilaspur
MP,Madhya Pradesh,27,MP-27,MP27,Ambikapur
MP,Madhya Pradesh,28,MP-28,MP28,Chhindwara
MP,Madhya Pradesh,29,MP-29,MP29,Rajnandgaon
MP,Madhya Pradesh,30,MP-30,MP30,Bhind
MP,Madhya Pradesh,31,MP-31,MP31,Sheopur
MP,Madhya Pradesh,32,MP-32,MP32,Datia
MP,Madhya Pradesh,33,MP-33,MP33,Shivpuri
MP,Madhya Pradesh,34,MP-34,MP34,Damoh
MP,Madhya Pradesh,35,MP-35,MP35,Panna
MP,Madhya Pradesh,36,MP-36,MP36,Tikamgarh
MP,Madhya Pradesh,37,MP-37,MP37,Sehore
MP,Madhya Pradesh,38,MP-38,MP38,Raisen
MP,Madhya Pradesh,39,MP-39,MP39,Rajgarh
MP,Madhya Pradesh,40,MP-40,MP40,Vidisha
MP,Madhya Pradesh,41,MP-41,MP41,Dewas
MP,Madhya Pradesh,42,MP-42,MP42,Shajapur
MP,Madhya Pradesh,43,MP-43,MP43,Ratlam
MP,Madhya Pradesh,44,MP-44,MP44,Neemuch
MP,Madhya Pradesh,45,MP-45,MP45,Jhabua
MP,Madhya Pradesh,46,MP-46,MP46,Badwani
MP,Madhya Pradesh,47,MP-47,MP47,Harda
MP,Madhya Pradesh,48,MP-48,MP48,Betul
MP,Madhya Pradesh,49,MP-49,MP49,Narsinghpur
MP,Madhya Pradesh,50,MP-50,MP50,Balaghat
MP,Madhya Pradesh,51,MP-51,MP51,Mandla
MP,Madhya Pradesh,52,MP-52,MP52,Dindori
MP,Madhya Pradesh,53,MP-53,MP53,Sidhi
MP,Madhya Pradesh,54,MP-54,MP54,Umariya
MP,Madhya Pradesh,55,MP-55,MP55,not in use
MP,Madhya Pradesh,56,MP-56,MP56,not in use
MP,Madhya Pradesh,57,MP-57,MP57,Not allotted
MP,Madhya Pradesh,58,MP-58,MP58,not in use
MP,Madhya Pradesh,59,MP-59,MP59,Not allotted
MP,Madhya Pradesh,60,MP-60,MP60,Not allotted
MP,Madhya Pradesh,61,MP-61,MP61,Not allotted
MP,Madhya Pradesh,62,MP-62,MP62,Not allotted
MP,Madhya Pradesh,63,MP-63,MP63,Not allotted
MP,Madhya Pradesh,64,MP-64,MP64,Not allotted
MP,Madhya Pradesh,65,MP-65,MP65,Anoopur
MP,Madhya Pradesh,66,MP-66,MP66,Singrauli
MP,Madhya Pradesh,67,MP-67,MP67,Ashoknagar
MP,Madhya Pradesh,68,MP-68,MP68,Burhanpur
MP,Madhya Pradesh,69,MP-69,MP69,Alirajpur
MZ,Mizoram,01,MZ-01,MZ01,Aizawl
MZ,Mizoram,02,MZ-02,MZ02,Lunglei
MZ,Mizoram,03,MZ-03,MZ03,Saiha
MZ,Mizoram,04,MZ-04,MZ04,Champhai
MZ,Mizoram,05,MZ-05,MZ05,Kolasib
MZ,Mizoram,06,MZ-06,MZ06,Serchhip
MZ,Mizoram,07,MZ-07,MZ07,Lawngtlai
MZ,Mizoram,08,MZ-08,MZ08,Mamit
NL,Nagaland,01,NL-01,NL01,Kohima
NL,Nagaland,02,NL-02,NL02,Mokokchung
NL,Nagaland,03,NL-03,NL03,Tuensang
NL,Nagaland,04,NL-04,NL04,Mon
NL,Nagaland,05,NL-05,NL05,Wokha
NL,Nagaland,06,NL-06,NL06,Zunheboto
NL,Nagaland,07,NL-07,NL07,Dimapur
NL,Nagaland,08,NL-08,NL08,Phek
OD,Odisha,01,OD-01,OD01,Balasore
OD,Odisha,02,OD-02,OD02,Bhubaneswar
OD,Odisha,03,OD-03,OD03,Bolangir
OD,Odisha,04,OD-04,OD04,Chandikhole
OD,Odisha,05,OD-05,OD05,Cuttack
OD,Odisha,06,OD-06,OD06,Dhenkanal
OD,Odisha,07,OD-07,OD07,Ganjam
OD,Odisha,08,OD-08,OD08,Kalahandi
OD,Odisha,09,OD-09,OD09,Keonjhar
OD,Odisha,10,OD-10,OD10,Koraput
OD,Odisha,11,OD-11,OD11,Mayurbhanj
OD,Odisha,12,OD-12,OD12,Phulabani
OD,Odisha,13,OD-13,OD13,Puri
OD,Odisha,14,OD-14,OD14,Rourkela
OD,Odisha,15,OD-15,OD15,Sambalpur
OD,Odisha,16,OD-16,OD16,Sundergarh
OD,Odisha,17,OD-17,OD17,Baragarh
OD,Odisha,18,OD-18,OD18,Rayagada
OD,Odisha,19,OD-19,OD19,Angul
OD,Odisha,20,OD-20,OD20,Gajapati
OD,Odisha,21,OD-21,OD21,Jagatsinghpur
OD,Odisha,22,OD-22,OD22,Bhadrak
OD,Odisha,23,OD-23,OD23,Jharsuguda
OD,Odisha,24,OD-24,OD24,Nabarangpur
OD,Odisha,25,OD-25,OD25,Nayagarh
OD,Odisha,26,OD-26,OD26,Nuapada
OD,Odisha,27,OD-27,OD27,Boudh
OD,Odisha,28,OD-28,OD28,Debagarh
OD,Odisha,29,OD-29,OD29,Kendarapara
OD,Odisha,30,OD-30,OD30,Malkangiri
OD,Odisha,31,OD-31,OD31,Sonepur
PB,Punjab,01,PB-01,PB01,Taxis
PB,Punjab,02,PB-02,PB02,Amritsar
PB,Punjab,03,PB-03,PB03,Bathinda
PB,Punjab,04,PB-04,PB04,Faridkot
PB,Punjab,05,PB-05,PB05,Ferozepur
PB,Punjab,06,PB-06,PB06,Gurdaspur
PB,Punjab,07,PB-07,PB07,Hoshiarpur
PB,Punjab,08,PB-08,PB08,Jalandhar
PB,Punjab,09,PB-09,PB09,Kapurthala
PB,Punjab,10,PB-10,PB10,Ludhiana
PB,Punjab,11,PB-11,PB11,Patiala
PB,Punjab,12,PB-12,PB12,Ropar
PB,Punjab,13,PB-13,PB13,Sangrur
PB,Punjab,14,PB-14,PB14,Ajnala
PB,Punjab,15,PB-15,PB15,Abohar
PB,Punjab,16,PB-16,PB16,Anandpur Sahib
PB,Punjab,17,PB-17,PB17,Baba Bakala
PB,Punjab,18,PB-18,PB18,Batala
PB,Punjab,19,PB-19,PB19,Barnala
PB,Punjab,20,PB-20,PB20,Balachaur
PB,Punjab,21,PB-21,PB21,Dasua
PB,Punjab,22,PB-22,PB22,Fazilka
PB,Punjab,23,PB-23,PB23,Fatehgarh Sahib
PB,Punjab,24,PB-24,PB24,Garhshankar
PB,Punjab,25,PB-25,PB25,Jagraon
PB,Punjab,26,PB-26,PB26,Khanna
PB,Punjab,27,PB-27,PB27,Kharar
PB,Punjab,28,PB-28,PB28,Malerkotla
PB,Punjab,29,PB-29,PB29,Moga
PB,Punjab,30,PB-30,PB30,Muktsar
PB,Punjab,31,PB-31,PB31,Mansa
PB,Punjab,32,PB-32,PB32,Nawanshahr
PB,Punjab,33,PB-33,PB33,Nakodar
PB,Punjab,34,PB-34,PB34,Nabha
PB,Punjab,35,PB-35,PB35,Pathankot
PB,Punjab,36,PB-36,PB36,Phagwara
PB,Punjab,37,PB-37,PB37,Phillaur
PB,Punjab,38,PB-38,PB38,Patti
PB,Punjab,39,PB-39,PB39,Rajpura
PB,Punjab,40,PB-40,PB40,Rampura Phul
PB,Punjab,41,PB-41,PB41,Sultanpur Lodhi
PB,Punjab,42,PB-42,PB42,Samana
PB,Punjab,43,PB-43,PB43,Samrala
PB,Punjab,44,PB-44,PB44,Sunam
PB,Punjab,45,PB-45,PB45,Talwandi Sabo
PB,Punjab,46,PB-46,PB46,Tarn Taran
PB,Punjab,47,PB-47,PB47,Zira
PB,Punjab,48,PB-48,PB48,Amloh
PB,Punjab,49,PB-49,PB49,Khamano
PB,Punjab,50,PB-50,PB50,Budhlada
PB,Punjab,51,PB-51,PB51,Jhunir / Sardulgarh
PB,Punjab,52,PB-52,PB52,Bassi Pathana
PB,Punjab,53,PB-53,PB53,Malout
PB,Punjab,54,PB-54,PB54,Mukerian
PB,Punjab,55,PB-55,PB55,Payal
PB,Punjab,56,PB-56,PB56,Raikot
PB,Punjab,57,PB-57,PB57,Bhulath
PB,Punjab,58,PB-58,PB58,Dera Baba Nanak
PB,Punjab,59,PB-59,PB59,Dhuri
PB,Punjab,60,PB-60,PB60,Gidderbaha
PB,Punjab,61,PB-61,PB61,Jalalabad
PB,Punjab,62,PB-62,PB62,Jaitu
PB,Punjab,63,PB-63,PB63,Khadoor Sahib
PB,Punjab,64,PB-64,PB64,Moonak
PB,Punjab,65,PB-65,PB65,Mohali
PB,Punjab,66,PB-66,PB66,Nihal Singh Wala
PB,Punjab,67,PB-67,PB67,Shahkot
PB,Punjab,68,PB-68,PB68,Dhar
PB,Punjab,69,PB-69,PB69,Bagha Purana
PB,Punjab,70,PB-70,PB70,Dera Bassi
PB,Punjab,71,PB-71,PB71,Chamkaur Sahib
PB,Punjab,72,PB-72,PB72,Patran
PB,Punjab,73,PB-73,PB73,Tappa Mandi
PB,Punjab,74,PB-74,PB74,Nangal
PB,Punjab,75,PB-75,PB75,Lehra
PY,Puducherry,01,PY-01,PY01,Pondicherry
PY,Puducherry,02,PY-02,PY02,Karaikal
PY,Puducherry,03,PY-03,PY03,Mahe
PY,Puducherry,04,PY-04,PY04,Yanam
RJ,Rajasthan,01,RJ-01,RJ01,Ajmer
RJ,Rajasthan,02,RJ-02,RJ02,Alwar
RJ,Rajasthan,03,RJ-03,RJ03,Banswara
RJ,Rajasthan,04,RJ-04,RJ04,Barmer
RJ,Rajasthan,05,RJ-05,RJ05,Bharatpur
RJ,Rajasthan,06,RJ-06,RJ06,Bhilwara
RJ,Rajasthan,07,RJ-07,RJ07,Bikaner
RJ,Rajasthan,08,RJ-08,RJ08,Bundi
RJ,Rajasthan,09,RJ-09,RJ09,Chittaurgarh
RJ,Rajasthan,10,RJ-10,RJ10,Churu
RJ,Rajasthan,11,RJ-11,RJ11,Dholpur
RJ,Rajasthan,12,RJ-12,RJ12,Dungarpur
RJ,Rajasthan,13,RJ-13,RJ13,Sri Ganganagar
RJ,Rajasthan,14,RJ-14,RJ14,Jaipur
RJ,Rajasthan,15,RJ-15,RJ15,Jaisalmer
RJ,Rajasthan,16,RJ-16,RJ16,Jalore
RJ,Rajasthan,17,RJ-17,RJ17,Jhalawar
RJ,Rajasthan,18,RJ-18,RJ18,Jhunjhunu
RJ,Rajasthan,19,RJ-19,RJ19,Jodhpur
RJ,Rajasthan,20,RJ-20,RJ20,Kota
RJ,Rajasthan,21,RJ-21,RJ21,Nagaur
RJ,Rajasthan,22,RJ-22,RJ22,Pali
RJ,Rajasthan,23,RJ-23,RJ23,Sikar
RJ,Rajasthan,24,RJ-24,RJ24,Sirohi
RJ,Rajasthan,25,RJ-25,RJ25,Sawai Madhopur
RJ,Rajasthan,26,RJ-26,RJ26,Tonk
RJ,Rajasthan,27,RJ-27,RJ27,Udaipur
RJ,Rajasthan,28,RJ-28,RJ28,Baran
RJ,Rajasthan,29,RJ-29,RJ29,Dausa
RJ,Rajasthan,30,RJ-30,RJ30,Rajsamand
RJ,Rajasthan,31,RJ-31,RJ31,Hanumangarh
RJ,Rajasthan,32,RJ-32,RJ32,Kotputli
RJ,Rajasthan,33,RJ-33,RJ33,Ramganj Mandi
RJ,Rajasthan,34,RJ-34,RJ34,Karauli
RJ,Rajasthan,35,RJ-35,RJ35,Pratapgarh
RJ,Rajasthan,36,RJ-36,RJ36,Beawar
RJ,Rajasthan,37,RJ-37,RJ37,Didwana
RJ,Rajasthan,38,RJ-38,RJ38,Rawhhuu
SK,Sikkim,01,SK-01,SK01,Gangtok / East Sikkim
SK,Sikkim,02,SK-02,SK02,Gyalshing / West Sikkim
SK,Sikkim,03,SK-03,SK03,Mangan / North Sikkim
SK,Sikkim,04,SK-04,SK04,Jorethang / South Sikkim
TG,Telangana,01,TG-01,TG01,Adilabad
TG,Telangana,02,TG-02,TG02,Karimnagar
TG,Telangana,03,TG-03,TG03,Warangal Urban
TG,Telangana,04,TG-04,TG04,Khammam
TG,Telangana,05,TG-05,TG05,Nalgonda
TG,Telangana,06,TG-06,TG06,Mahbubnagar
TG,Telangana,07,TG-07,TG07,Ranga Reddy
TG,Telangana,08,TG-08,TG08,Medchal-Malkajgiri
TG,Telangana,09,TG-09,TG09,Hyderabad Central (Khairatabad)
TG,Telangana,10,TG-10,TG10,Hyderabad North (Secunderabad)
TG,Telangana,11,TG-11,TG11,Hyderabad East (Malakpet)
TG,Telangana,12,TG-12,TG12,Hyderabad South (Bahadurpura)
TG,Telangana,13,TG-13,TG13,Hyderabad West (Kukatpally)
TG,Telangana,14,TG-14,TG14,Hyderabad (Reserved Series)
TG,Telangana,15,TG-15,TG15,Sangareddy
TG,Telangana,16,TG-16,TG16,Nizamabad
TG,Telangana,17,TG-17,TG17,Kamareddy
TG,Telangana,18,TG-18,TG18,Nirmal
TG,Telangana,19,TG-19,TG19,Mancherial
TG,Telangana,20,TG-20,TG20,Kumuram Bheem Asifabad
TG,Telangana,21,TG-21,TG21,Jagtial
TG,Telangana,22,TG-22,TG22,Peddapalli (Ramagundam)
TG,Telangana,23,TG-23,TG23,Rajanna Sircilla
TG,Telangana,24,TG-24,TG24,Warangal Rural
TG,Telangana,25,TG-25,TG25,Jayashankar Bhupalpally
TG,Telangana,26,TG-26,TG26,Mahabubabad
TG,Telangana,27,TG-27,TG27,Jangaon
TG,Telangana,28,TG-28,TG28,Bhadradri Kothagudem
TG,Telangana,29,TG-29,TG29,Suryapet
TG,Telangana,30,TG-30,TG30,Yadadri Bhuvanagiri
TG,Telangana,31,TG-31,TG31,Nagarkurnool
TG,Telangana,32,TG-32,TG32,Wanaparthy
TG,Telangana,33,TG-33,TG33,Jogulamba Gadwal
TG,Telangana,34,TG-34,TG34,Vikarabad
TG,Telangana,35,TG-35,TG35,Medak
TG,Telangana,36,TG-36,TG36,Siddipet
TN,Tamil Nadu,01,TN-01,TN01,Chennai Central
TN,Tamil Nadu,02,TN-02,TN02,Chennai West
TN,Tamil Nadu,03,TN-03,TN03,Chennai North East
TN,Tamil Nadu,04,TN-04,TN04,Chennai East
TN,Tamil Nadu,05,TN-05,TN05,Chennai North
TN,Tamil Nadu,06,TN-06,TN06,Chennai South East
TN,Tamil Nadu,07,TN-07,TN07,Chennai South
TN,Tamil Nadu,09,TN-09,TN09,Chennai West
TN,Tamil Nadu,10,TN-10,TN10,Chennai South West
TN,Tamil Nadu,11,TN-11,TN11,Tambaram
TN,Tamil Nadu,16,TN-16,TN16,Tindivanam
TN,Tamil Nadu,18,TN-18,TN18,Sengundram
TN,Tamil Nadu,19,TN-19,TN19,Chengalpattu
TN,Tamil Nadu,20,TN-20,TN20,Tiruvallur
TN,Tamil Nadu,21,TN-21,TN21,Kanchipuram
TN,Tamil Nadu,22,TN-22,TN22,Meenambakkam
TN,Tamil Nadu,23,TN-23,TN23,Vellore
TN,Tamil Nadu,24,TN-24,TN24,Krishnagiri
TN,Tamil Nadu,25,TN-25,TN25,Thiruvannamalai
TN,Tamil Nadu,28,TN-28,TN28,Namakkal
TN,Tamil Nadu,29,TN-29,TN29,Dharmapuri
TN,Tamil Nadu,30,TN-30,TN30,Salem
TN,Tamil Nadu,31,TN-31,TN31,Cuddalore
TN,Tamil Nadu,32,TN-32,TN32,Villupuram
TN,Tamil Nadu,33,TN-33,TN33,Erode
TN,Tamil Nadu,34,TN-34,TN34,Thiruchengode
TN,Tamil Nadu,36,TN-36,TN36,Gobichettipalayam
TN,Tamil Nadu,37,TN-37,TN37,Coimbatore
TN,Tamil Nadu,38,TN-38,TN38,Coimbatore
TN,Tamil Nadu,39,TN-39,TN39,Tirupur
TN,Tamil Nadu,40,TN-40,TN40,Mettupalayam
TN,Tamil Nadu,41,TN-41,TN41,Pollachi
TN,Tamil Nadu,42,TN-42,TN42,Tirupur
TN,Tamil Nadu,43,TN-43,TN43,Uthagamandalam
TN,Tamil Nadu,45,TN-45,TN45,Tiruchirapalli
TN,Tamil Nadu,46,TN-46,TN46,Perambalur
TN,Tamil Nadu,47,TN-47,TN47,Karur
TN,Tamil Nadu,48,TN-48,TN48,Srirangam
TN,Tamil Nadu,49,TN-49,TN49,Thanjavur
TN,Tamil Nadu,50,TN-50,TN50,Tiruvarur
TN,Tamil Nadu,51,TN-51,TN51,Nagapattinam
TN,Tamil Nadu,52,TN-52,TN52,Sankagiri
TN,Tamil Nadu,54,TN-54,TN54,Salem
TN,Tamil Nadu,55,TN-55,TN55,Pudukottai
TN,Tamil Nadu,56,TN-56,TN56,Perundurai
TN,Tamil Nadu,57,TN-57,TN57,Dindigul
TN,Tamil Nadu,58,TN-58,TN58,Madurai
TN,Tamil Nadu,59,TN-59,TN59,Madurai
TN,Tamil Nadu,60,TN-60,TN60,Theni
TN,Tamil Nadu,61,TN-61,TN61,Ariyalur
TN,Tamil Nadu,63,TN-63,TN63,Sivagangai
TN,Tamil Nadu,64,TN-64,TN64,Madurai
TN,Tamil Nadu,65,TN-65,TN65,Ramanathapuram
TN,Tamil Nadu,66,TN-66,TN66,Coimbatore
TN,Tamil Nadu,67,TN-67,TN67,Virudhunagar
TN,Tamil Nadu,68,TN-68,TN68,Kumbakonam
TN,Tamil Nadu,69,TN-69,TN69,Tuticorin
TN,Tamil Nadu,70,TN-70,TN70,Hosur
TN,Tamil Nadu,72,TN-72,TN72,Tirunelveli
TN,Tamil Nadu,73,TN-73,TN73,Ranipet
TN,Tamil Nadu,74,TN-74,TN74,Nagercoil
TN,Tamil Nadu,75,TN-75,TN75,Marthandam
TN,Tamil Nadu,76,TN-76,TN76,Tenkasi
TN,Tamil Nadu,77,TN-77,TN77,Attur
TN,Tamil Nadu,78,TN-78,TN78,Dharapuram
TR,Tripura,01,TR-01,TR01,Agartala
TR,Tripura,02,TR-02,TR02,Kailashahar
TR,Tripura,03,TR-03,TR03,Udaipura
TS,Telangana,01,TS-01,TS01,Adilabad
TS,Telangana,02,TS-02,TS02,Karimnagar
TS,Telangana,03,TS-03,TS03,Warangal Urban
TS,Telangana,04,TS-04,TS04,Khammam
TS,Telangana,05,TS-05,TS05,Nalgonda
TS,Telangana,06,TS-06,TS06,Mahbubnagar
TS,Telangana,07,TS-07,TS07,Ranga Reddy
TS,Telangana,08,TS-08,TS08,Medchal-Malkajgiri
TS,Telangana,09,TS-09,TS09,Hyderabad Central (Khairatabad)
TS,Telangana,10,TS-10,TS10,Hyderabad North (Secunderabad)
TS,Telangana,11,TS-11,TS11,Hyderabad East (Malakpet)
TS,Telangana,12,TS-12,TS12,Hyderabad South (Bahadurpura)
TS,Telangana,13,TS-13,TS13,Hyderabad West (Kukatpally)
TS,Telangana,14,TS-14,TS14,Hyderabad (Reserved Series)
TS,Telangana,15,TS-15,TS15,Sangareddy
TS,Telangana,16,TS-16,TS16,Nizamabad
TS,Telangana,17,TS-17,TS17,Kamareddy
TS,Telangana,18,TS-18,TS18,Nirmal
TS,Telangana,19,TS-19,TS19,Mancherial
TS,Telangana,20,TS-20,TS20,Kumuram Bheem Asifabad
TS,Telangana,21,TS-21,TS21,Jagtial
TS,Telangana,22,TS-22,TS22,Peddapalli (Ramagundam)
TS,Telangana,23,TS-23,TS23,Rajanna Sircilla
TS,Telangana,24,TS-24,TS24,Warangal Rural
TS,Telangana,25,TS-25,TS25,Jayashankar Bhupalpally
TS,Telangana,26,TS-26,TS26,Mahabubabad
TS,Telangana,27,TS-27,TS27,Jangaon
TS,Telangana,28,TS-28,TS28,Bhadradri Kothagudem
TS,Telangana,29,TS-29,TS29,Suryapet
TS,Telangana,30,TS-30,TS30,Yadadri Bhuvanagiri
TS,Telangana,31,TS-31,TS31,Nagarkurnool
TS,Telangana,32,TS-32,TS32,Wanaparthy
TS,Telangana,33,TS-33,TS33,Jogulamba Gadwal
TS,Telangana,34,TS-34,TS34,Vikarabad
TS,Telangana,35,TS-35,TS35,Medak
TS,Telangana,36,TS-36,TS36,Siddipet
UK,Uttarakhand,01,UK-01,UK01,Almora
UK,Uttarakhand,02,UK-02,UK02,Bageshwar
UK,Uttarakhand,03,UK-03,UK03,Champawat
UK,Uttarakhand,04,UK-04,UK04,Nanital
UK,Uttarakhand,05,UK-05,UK05,Pithoragarh
UK,Uttarakhand,06,UK-06,UK06,Udham Singh Nagar
UK,Uttarakhand,07,UK-07,UK07,Dehra Dun
UK,Uttarakhand,08,UK-08,UK08,Haridwar
UK,Uttarakhand,09,UK-09,UK09,Tehri
UK,Uttarakhand,10,UK-10,UK10,Uttarkashi
UK,Uttarakhand,11,UK-11,UK11,Chamoli
UK,Uttarakhand,12,UK-12,UK12,Pauri
UK,Uttarakhand,13,UK-13,UK13,Rudraprayag
UP,Uttar Pradesh,01,UP-01,UP01,Almora
UP,Uttar Pradesh,02,UP-02,UP02,Haldwani
UP,Uttar Pradesh,03,UP-03,UP03,Pithoragarh
UP,Uttar Pradesh,04,UP-04,UP04,Udham Singh Nagar
UP,Uttar Pradesh,05,UP-05,UP05,Chamoli
UP,Uttar Pradesh,06,UP-06,UP06,Pauri
UP,Uttar Pradesh,07,UP-07,UP07,Dehradun
UP,Uttar Pradesh,08,UP-08,UP08,Tehri
UP,Uttar Pradesh,09,UP-09,UP09,Uttarkashi
UP,Uttar Pradesh,10,UP-10,UP10,Haridwar
UP,Uttar Pradesh,11,UP-11,UP11,Saharanpur
UP,Uttar Pradesh,12,UP-12,UP12,Muzaffarnagar
UP,Uttar Pradesh,13,UP-13,UP13,Bulandshahr
UP,Uttar Pradesh,14,UP-14,UP14,Ghaziabad
UP,Uttar Pradesh,15,UP-15,UP15,Meerut (UP15AT for taxis / UP15AG for government vehicles
UP,Uttar Pradesh,16,UP-16,UP16,NOIDA / Gautam Buddha Nagar
UP,Uttar Pradesh,17,UP-17,UP17,Baghpat
UP,Uttar Pradesh,18,UP-18,UP18,Prabudh Nagar
UP,Uttar Pradesh,20,UP-20,UP20,Bijnor
UP,Uttar Pradesh,21,UP-21,UP21,Moradabad
UP,Uttar Pradesh,22,UP-22,UP22,Rampur
UP,Uttar Pradesh,23,UP-23,UP23,Jyotiba Phule Nagar
UP,Uttar Pradesh,24,UP-24,UP24,Badaun
UP,Uttar Pradesh,25,UP-25,UP25,Bareilly
UP,Uttar Pradesh,26,UP-26,UP26,Pilibhit
UP,Uttar Pradesh,27,UP-27,UP27,Shahjahanpur
UP,Uttar Pradesh,28,UP-28,UP28,Ayodhya
UP,Uttar Pradesh,29,UP-29,UP29,to be alloted
UP,Uttar Pradesh,30,UP-30,UP30,Hardoi
UP,Uttar Pradesh,31,UP-31,UP31,Kheri
UP,Uttar Pradesh,32,UP-32,UP32,Lucknow
UP,Uttar Pradesh,33,UP-33,UP33,Raebareli
UP,Uttar Pradesh,34,UP-34,UP34,Sitapur
UP,Uttar Pradesh,35,UP-35,UP35,Unnao
UP,Uttar Pradesh,36,UP-36,UP36,Lucknow
UP,Uttar Pradesh,37,UP-37,UP37,Hapur
UP,Uttar Pradesh,40,UP-40,UP40,Bahraich
UP,Uttar Pradesh,41,UP-41,UP41,Barabanki
UP,Uttar Pradesh,42,UP-42,UP42,Faizabad
UP,Uttar Pradesh,43,UP-43,UP43,Gonda
UP,Uttar Pradesh,44,UP-44,UP44,Sultanpur
UP,Uttar Pradesh,45,UP-45,UP45,Ambedkar Nagar
UP,Uttar Pradesh,46,UP-46,UP46,Shrawasti
UP,Uttar Pradesh,47,UP-47,UP47,Balrampur
UP,Uttar Pradesh,50,UP-50,UP50,Azamgarh
UP,Uttar Pradesh,51,UP-51,UP51,Basti
UP,Uttar Pradesh,52,UP-52,UP52,Deoria
UP,Uttar Pradesh,53,UP-53,UP53,Gorakhpur for private vehicles
UP,Uttar Pradesh,54,UP-54,UP54,Mau
UP,Uttar Pradesh,55,UP-55,UP55,Siddharth Nagar
